iter	Logloss
1514	0.1874882475
1515	0.1874672011
1516	0.1874553644
1517	0.1874353792
1518	0.1874203469
1519	0.1873925216
1520	0.1873693899
1521	0.1873382443
1522	0.1873201413
1523	0.1872982498
1524	0.1872780188
1525	0.1872571023
1526	0.1872340417
1527	0.1872115491
1528	0.1871799041
1529	0.1871619434
1530	0.1871398536
1531	0.1871150529
1532	0.1870909917
1533	0.1870722097
1534	0.1870467668
1535	0.187025113
1536	0.1870081153
1537	0.1869863235
1538	0.1869656726
1539	0.1869515596
1540	0.1869257725
1541	0.1869048243
1542	0.1868840375
1543	0.1868580743
1544	0.1868326267
1545	0.1868188171
1546	0.1867972311
1547	0.1867770639
1548	0.1867578375
1549	0.186745617
1550	0.1867158562
1551	0.1867005923
1552	0.1866739585
1553	0.186645312
1554	0.1866203946
1555	0.1866053889
1556	0.186591679
1557	0.1865644052
1558	0.1865405021
1559	0.1865090887
1560	0.1864785874
1561	0.1864607364
1562	0.1864434141
1563	0.1864162676
1564	0.1863974612
1565	0.1863730403
1566	0.1863538704
1567	0.1863356716
1568	0.186311279
1569	0.1862943409
1570	0.1862807536
1571	0.1862186054
1572	0.1862007549
1573	0.1861776854
1574	0.1861519655
1575	0.186123841
1576	0.1861033142
1577	0.1860808351
1578	0.1860592398
1579	0.1860404573
1580	0.1860151299
1581	0.1859974729
1582	0.1859672948
1583	0.185946679
1584	0.1859252271
1585	0.1859102166
1586	0.1858936143
1587	0.1858728318
1588	0.1858336872
1589	0.1858069619
1590	0.1857820963
1591	0.1857610064
1592	0.1857468251
1593	0.185723029
1594	0.1857076956
1595	0.1856865851
1596	0.1856678226
1597	0.185646864
1598	0.185631016
1599	0.185609984
1600	0.1855854719
1601	0.1855575874
1602	0.1855387908
1603	0.1855166692
1604	0.1854944301
1605	0.1854745686
1606	0.1854509514
1607	0.185424928
1608	0.1854062757
1609	0.1853853722
1610	0.1853614664
1611	0.1853392514
1612	0.18531965
1613	0.1852951127
1614	0.1852610836
1615	0.1852359031
1616	0.1852180308
1617	0.1852001917
1618	0.1851821025
1619	0.1851578502
1620	0.1851362795
1621	0.185106484
1622	0.185089565
1623	0.185072341
1624	0.1850532751
1625	0.1850302737
1626	0.1850112126
1627	0.1849941396
1628	0.1849795114
1629	0.1849615481
1630	0.184943673
1631	0.1849267872
1632	0.1848998429
1633	0.1848752817
1634	0.1848576255
1635	0.1848360916
1636	0.1848141688
1637	0.1847882317
1638	0.1847728106
1639	0.1847571107
1640	0.1847374084
1641	0.1847238276
1642	0.1847067643
1643	0.184693186
1644	0.1846788139
1645	0.1846523009
1646	0.1846362807
1647	0.1846176979
1648	0.1845915821
1649	0.1845646301
1650	0.1845434382
1651	0.1845201499
1652	0.1844963008
1653	0.1844626265
1654	0.1844433511
1655	0.1844184974
1656	0.1844013183
1657	0.184376232
1658	0.1843504305
1659	0.184329749
1660	0.1843095755
1661	0.1842964499
1662	0.1842786573
1663	0.1842538062
1664	0.1842385794
1665	0.1842170794
1666	0.1841932582
1667	0.1841736512
1668	0.1841549048
1669	0.1841382763
1670	0.1840879266
1671	0.1840671377
1672	0.184047325
1673	0.1840265668
1674	0.1840077919
1675	0.1839893757
1676	0.1839691791
1677	0.1839504152
1678	0.1839273211
1679	0.1839000029
1680	0.1838787895
1681	0.1838559137
1682	0.1838311308
1683	0.1838103277
1684	0.1837921903
1685	0.1837709556
1686	0.1837477951
1687	0.1837223316
1688	0.183704447
1689	0.1836859729
1690	0.1836755216
1691	0.1836505417
1692	0.1836243067
1693	0.1836072109
1694	0.1835823403
1695	0.1835629273
1696	0.1835439058
1697	0.1835265625
1698	0.1835043214
1699	0.1834841783
1700	0.1834678768
1701	0.183450751
1702	0.1834317596
1703	0.1834195154
1704	0.1833639041
1705	0.1833405548
1706	0.1833188147
1707	0.1832992577
1708	0.1832868184
1709	0.1832646115
1710	0.1832431764
1711	0.1832231262
1712	0.1832000731
1713	0.1831768975
1714	0.1831505526
1715	0.1831245219
1716	0.1830932953
1717	0.1830749283
1718	0.1830470501
1719	0.1830292982
1720	0.1830068132
1721	0.18298904
1722	0.1829770464
1723	0.1829567823
1724	0.1829269518
1725	0.1829030751
1726	0.1828909288
1727	0.1828722483
1728	0.1828595973
1729	0.1828453635
1730	0.1828291635
1731	0.182804663
1732	0.1827792479
1733	0.1827553953
1734	0.1827312701
1735	0.1827161905
1736	0.1826893118
1737	0.1826786324
1738	0.1826538159
1739	0.1826346358
1740	0.1826133741
1741	0.1826002259
1742	0.1825811371
1743	0.1825695128
1744	0.1825448321
1745	0.1825292319
1746	0.1825122986
1747	0.1824945635
1748	0.1824782424
1749	0.1824608459
1750	0.1824418221
1751	0.1824130433
1752	0.182383875
1753	0.1823553212
1754	0.1823331701
1755	0.1823166299
1756	0.182296141
1757	0.182273255
1758	0.1822598138
1759	0.1822393465
1760	0.1822227877
1761	0.1822069809
1762	0.1821810791
1763	0.1821624986
1764	0.1821423961
1765	0.1821176097
1766	0.1821006313
1767	0.1820887528
1768	0.1820637202
1769	0.1820454699
1770	0.1820191224
1771	0.1819940009
1772	0.1819384227
1773	0.1819220805
1774	0.1819019086
1775	0.1818731654
1776	0.1818510989
1777	0.1818210898
1778	0.1818004479
1779	0.1817801915
1780	0.181759686
1781	0.1817394407
1782	0.181718455
1783	0.1816986303
1784	0.1816802742
1785	0.1816652152
1786	0.1816394691
1787	0.1816219309
1788	0.1816020906
1789	0.1815744751
1790	0.1815478669
1791	0.1815249395
1792	0.1815092584
1793	0.1814863255
1794	0.1814656515
1795	0.1814107206
1796	0.1813851892
1797	0.1813693554
1798	0.1813530036
1799	0.1813358702
1800	0.1813029871
1801	0.1812872949
1802	0.1812672957
1803	0.1812538497
1804	0.1812378071
1805	0.1812148041
1806	0.1811942083
1807	0.1811726368
1808	0.1811516851
1809	0.1811307933
1810	0.1811148784
1811	0.1810944567
1812	0.1810758449
1813	0.1810519797
1814	0.1810237848
1815	0.1809965342
1816	0.1809707493
1817	0.1809473612
1818	0.1809285652
1819	0.1809134208
1820	0.1808941507
1821	0.1808682342
1822	0.1808478382
1823	0.1808302239
1824	0.1808099236
1825	0.1807963291
1826	0.1807767804
1827	0.1807629312
1828	0.1807196008
1829	0.1807070774
1830	0.1806779699
1831	0.1806511808
1832	0.1806321359
1833	0.1806198996
1834	0.1806013804
1835	0.180591729
1836	0.1805666755
1837	0.1805524382
1838	0.1805363243
1839	0.1805156043
1840	0.1804976831
1841	0.1804781063
1842	0.1804643011
1843	0.1804506484
1844	0.18042623
1845	0.1804064305
1846	0.1803838128
1847	0.1803650398
1848	0.1803375868
1849	0.1803231855
1850	0.1803014934
1851	0.1802829932
1852	0.1802634315
1853	0.1802499682
1854	0.180234422
1855	0.1802094427
1856	0.1801938086
1857	0.1801720141
1858	0.1801506737
1859	0.1801366062
1860	0.180122597
1861	0.1801083954
1862	0.1800916201
1863	0.1800703064
1864	0.18004498
1865	0.1800311746
1866	0.1800140366
1867	0.1799954786
1868	0.1799371646
1869	0.1799211799
1870	0.1799034664
1871	0.1798809931
1872	0.1798546794
1873	0.1798325386
1874	0.1798190311
1875	0.1798028273
1876	0.1797829297
1877	0.1797706802
1878	0.1797538926
1879	0.1797353142
1880	0.1797158276
1881	0.1796916235
1882	0.1796665891
1883	0.1796484982
1884	0.1796314888
1885	0.1796087929
1886	0.1795802643
1887	0.1795611277
1888	0.1795460555
1889	0.1795226217
1890	0.1795092639
1891	0.1794883429
1892	0.1794596226
1893	0.1794395627
1894	0.179429096
1895	0.1794060922
1896	0.1793820466
1897	0.1793681179
1898	0.1793439292
1899	0.1793234981
1900	0.1793047491
1901	0.17929322
1902	0.1792754461
1903	0.1792590184
1904	0.1792416537
1905	0.1792206867
1906	0.179195418
1907	0.1791752843
1908	0.1791581595
1909	0.1791362543
1910	0.1791215233
1911	0.1790992628
1912	0.1790763178
1913	0.1790576859
1914	0.1790465601
1915	0.1790252239
1916	0.1790020766
1917	0.1789872038
1918	0.1789724936
1919	0.1789560398
1920	0.1789329127
1921	0.1789118983
1922	0.1788842401
1923	0.1788521
1924	0.1788383121
1925	0.1788139015
1926	0.1787968156
1927	0.1787793294
1928	0.1787532715
1929	0.1787282927
1930	0.178717399
1931	0.178704005
1932	0.1786888954
1933	0.1786671728
1934	0.1786425094
1935	0.1786244355
1936	0.1786022893
1937	0.1785825935
1938	0.1785677146
1939	0.1785454976
1940	0.1785182639
1941	0.1784952564
1942	0.1784815782
1943	0.1784626117
1944	0.1784408875
1945	0.1784258788
1946	0.1784048714
1947	0.1783858615
1948	0.1783701765
1949	0.1783493921
1950	0.1783315528
1951	0.1783070471
1952	0.1782837769
1953	0.1782605584
1954	0.1782492934
1955	0.1782036935
1956	0.1781781449
1957	0.1781635317
1958	0.1781463542
1959	0.1781317025
1960	0.1781131989
1961	0.1780987847
1962	0.1780818686
1963	0.1780518517
1964	0.1780252419
1965	0.1780042667
1966	0.1779876744
1967	0.1779739482
1968	0.1779578197
1969	0.177944492
1970	0.1779268319
1971	0.1779047581
1972	0.177887166
1973	0.1778319508
1974	0.1778095974
1975	0.1777899562
1976	0.1777738506
1977	0.1777525792
1978	0.1777331901
1979	0.1777166235
1980	0.1776977778
1981	0.1776771061
1982	0.1776562492
1983	0.1776359062
1984	0.177610787
1985	0.1775883944
1986	0.177557884
1987	0.1775408968
1988	0.177526656
1989	0.177509853
1990	0.1774913637
1991	0.177472847
1992	0.177449156
1993	0.1774342737
1994	0.177413074
1995	0.1773923417
1996	0.1773745204
1997	0.1773545998
1998	0.1773400242
1999	0.1773245035
