iter	Logloss
653	0.2121541968
654	0.2121160876
655	0.2120839512
656	0.212054809
657	0.2120169111
658	0.2119918872
659	0.2119622691
660	0.211911257
661	0.2118663197
662	0.2118228372
663	0.2117923216
664	0.2117559981
665	0.2116969956
666	0.211670925
667	0.2116381752
668	0.2116119587
669	0.2115664097
670	0.2115394206
671	0.2115093129
672	0.2114840704
673	0.2114572937
674	0.2114200884
675	0.2114059372
676	0.2113823858
677	0.2113608727
678	0.2113314197
679	0.211298373
680	0.2112666883
681	0.2112198185
682	0.2111793233
683	0.2111410817
684	0.211097085
685	0.2110546006
686	0.2110060397
687	0.2109696503
688	0.2109490621
689	0.2109057252
690	0.2108675385
691	0.2107892874
692	0.2107452371
693	0.2107119962
694	0.2106873805
695	0.2106541477
696	0.2105998348
697	0.2105637714
698	0.2105346325
699	0.2104716265
700	0.2104489883
701	0.2104062279
702	0.2103700248
703	0.2103359758
704	0.2103124656
705	0.210279358
706	0.2102500168
707	0.2102208727
708	0.210186555
709	0.2101429169
710	0.210107712
711	0.2100764659
712	0.2100376929
713	0.2099814079
714	0.2099522211
715	0.2098847811
716	0.209860795
717	0.2098289813
718	0.2097868686
719	0.2097393057
720	0.2097132038
721	0.2096798806
722	0.2096496985
723	0.2096021635
724	0.2095738861
725	0.2095415933
726	0.2095112366
727	0.2094764565
728	0.2094446011
729	0.2094206008
730	0.2093845845
731	0.2093505598
732	0.2093279009
733	0.2092954308
734	0.2092612697
735	0.2092174788
736	0.2091784302
737	0.2091498298
738	0.2091077699
739	0.2090870121
740	0.20905519
741	0.2090319075
742	0.2089756123
743	0.2089529128
744	0.2089171896
745	0.2088837463
746	0.2088511979
747	0.2088141049
748	0.2087875034
749	0.2087225819
750	0.208683342
751	0.2086464763
752	0.2086240249
753	0.2085942641
754	0.2085603853
755	0.2085332594
756	0.2084983508
757	0.2084681626
758	0.2084111679
759	0.2083829304
760	0.2083622935
761	0.208332509
762	0.2082903572
763	0.2082453166
764	0.2082207075
765	0.2081838251
766	0.2081578052
767	0.2081182268
768	0.2080882011
769	0.2080547569
770	0.2079773185
771	0.2079400914
772	0.2078657958
773	0.2078295282
774	0.207785765
775	0.2077634242
776	0.207741915
777	0.2077082491
778	0.2075879235
779	0.2075548386
780	0.207531442
781	0.207498009
782	0.2074719394
783	0.2074490441
784	0.2074223454
785	0.2073824237
786	0.207342439
787	0.2073198613
788	0.2072935295
789	0.2072190471
790	0.2071898087
791	0.2071577687
792	0.2071309093
793	0.2070962032
794	0.2070748239
795	0.2070448812
796	0.2070137014
797	0.2069901676
798	0.2069624802
799	0.2069399159
800	0.2069012902
801	0.2068763316
802	0.2068467255
803	0.2068027266
804	0.2067590543
805	0.2067178357
806	0.2066924923
807	0.2066674111
808	0.2066470233
809	0.2066277366
810	0.2065812119
811	0.2065572217
812	0.2065327777
813	0.2065039857
814	0.2064707122
815	0.2064430367
816	0.2064129089
817	0.2063854509
818	0.206349481
819	0.2063220624
820	0.2062966084
821	0.206274891
822	0.2062408138
823	0.2062156468
824	0.2061824694
825	0.2061335048
826	0.2060914808
827	0.2060666702
828	0.2060331136
829	0.2059996333
830	0.2059675786
831	0.205942791
832	0.205907986
833	0.2058730218
834	0.20583711
835	0.2058070484
836	0.2057732735
837	0.2057499491
838	0.2057178085
839	0.2056782528
840	0.2056491882
841	0.205611431
842	0.205582639
843	0.2055470647
844	0.2055185515
845	0.2054797177
846	0.2054482236
847	0.2054007887
848	0.2053764536
849	0.2052956055
850	0.2052608987
851	0.2052332694
852	0.205194217
853	0.2051611697
854	0.2050419325
855	0.2050230029
856	0.2049289421
857	0.2048947378
858	0.2048697463
859	0.2048435722
860	0.2047790578
861	0.204760846
862	0.204688933
863	0.2046527865
864	0.2045784146
865	0.2045073454
866	0.2044867045
867	0.2044643837
868	0.2044375129
869	0.2044166727
870	0.2043761359
871	0.2043464643
872	0.2043155645
873	0.204288231
874	0.2042614231
875	0.2042264841
876	0.2041978258
877	0.2041707475
878	0.2041469971
879	0.2041090791
880	0.2040826026
881	0.2040444076
882	0.204009108
883	0.2039876166
884	0.2039516737
885	0.2039035302
886	0.2038621469
887	0.2038358322
888	0.2038086064
889	0.2037870486
890	0.2037602037
891	0.2037247606
892	0.203700753
893	0.2036702716
894	0.2036466629
895	0.2036159663
896	0.20359016
897	0.2035590858
898	0.2035367648
899	0.2035108164
900	0.2034813356
901	0.2034411312
902	0.203415164
903	0.2033899828
904	0.2033613629
905	0.2033310746
906	0.2033145785
907	0.2032796492
908	0.2032494183
909	0.2032223367
910	0.2031941901
911	0.2031711433
912	0.2031558859
913	0.2031223859
914	0.2030880562
915	0.2030560955
916	0.2030209923
917	0.2029976187
918	0.2029664237
919	0.2029326194
920	0.2029001338
921	0.2028792366
922	0.202853601
923	0.2028174719
924	0.202788871
925	0.2027587864
926	0.2027271435
927	0.2026627417
928	0.2026333247
929	0.2025325781
930	0.2025072496
931	0.2024320072
932	0.2024073034
933	0.2023735423
934	0.2023407069
935	0.2023024144
936	0.2022704364
937	0.2022353845
938	0.202208949
939	0.2021361945
940	0.2021072359
941	0.2020822152
942	0.2020601366
943	0.2020292656
944	0.2019892827
945	0.2019642301
946	0.2019364222
947	0.2019057558
948	0.2018830291
949	0.2018400178
950	0.2018123346
951	0.2017800203
952	0.2017566092
953	0.201732287
954	0.2017067331
955	0.2016820246
956	0.2016486727
957	0.20161519
958	0.2015926556
959	0.2015621841
960	0.2015348947
961	0.2015055073
962	0.201472104
963	0.201454791
964	0.2014275418
965	0.20139355
966	0.2013680838
967	0.2013493738
968	0.2013169536
969	0.201289173
970	0.201264124
971	0.2012325777
972	0.2012050727
973	0.2011380116
974	0.2011148552
975	0.2010780922
976	0.2010512083
977	0.2010355
978	0.2010081577
979	0.2009778648
980	0.2009203292
981	0.2008925326
982	0.2008587521
983	0.2008228126
984	0.2007903773
985	0.2007693554
986	0.2007458685
987	0.2007219589
988	0.2006998549
989	0.2006716603
990	0.2006478896
991	0.2006233915
992	0.2005955108
993	0.2005728185
994	0.2005430505
995	0.2005127019
996	0.200480593
997	0.2004114504
998	0.2003926516
999	0.200353824
1000	0.2003358479
1001	0.2003106833
1002	0.2002846885
1003	0.2002489476
1004	0.2002214447
1005	0.2001872254
1006	0.2001633183
1007	0.2001295251
1008	0.2001075685
1009	0.2000736563
1010	0.2000540589
1011	0.2000281643
1012	0.2000069989
1013	0.1999861091
1014	0.199952113
1015	0.1999235115
1016	0.1998903569
1017	0.1998561137
1018	0.1998420514
1019	0.1998168587
1020	0.1997858281
1021	0.1997610578
1022	0.1997388096
1023	0.1997106632
1024	0.1996821267
1025	0.1996523851
1026	0.1996151447
1027	0.199592642
1028	0.1995624139
1029	0.1995379541
1030	0.1994799209
1031	0.1994499233
1032	0.1994240666
1033	0.1993971304
1034	0.199358511
1035	0.1993300739
1036	0.1992994238
1037	0.1992715773
1038	0.1992422123
1039	0.1992075893
1040	0.1991733977
1041	0.1991532019
1042	0.1991340633
1043	0.1991034489
1044	0.1990752687
1045	0.199053715
1046	0.199025586
1047	0.1990035329
1048	0.1989733055
1049	0.1989409742
1050	0.1989187855
1051	0.1988934819
1052	0.1988607223
1053	0.1988401826
1054	0.1988082401
1055	0.1987861302
1056	0.1987600638
1057	0.1987360818
1058	0.1987095059
1059	0.1986827012
1060	0.1986413591
1061	0.1986108258
1062	0.1985819598
1063	0.1985588662
1064	0.1985059804
1065	0.1984863687
1066	0.1984534726
1067	0.1984249021
1068	0.1984014678
1069	0.1983733585
1070	0.1983466244
1071	0.1983248929
1072	0.1982990679
1073	0.1982720633
1074	0.1982526687
1075	0.1982257246
1076	0.198202658
1077	0.1981778211
1078	0.1981478711
1079	0.198121725
1080	0.1981003001
1081	0.198065218
1082	0.1980373668
1083	0.1980153888
1084	0.1979974963
1085	0.1979576208
1086	0.1979271629
1087	0.1979011707
1088	0.1978691278
1089	0.1978290111
1090	0.1978029922
1091	0.197767368
1092	0.1977299695
1093	0.1977061627
1094	0.1976797605
1095	0.1976542426
1096	0.1976363445
1097	0.1976175443
1098	0.1975822764
1099	0.1975619228
1100	0.1975493606
1101	0.1975239098
1102	0.1974925112
1103	0.1974790489
1104	0.1974535695
1105	0.1974266998
1106	0.1974040819
1107	0.1973859486
1108	0.1973639402
1109	0.1973482986
1110	0.1973235866
1111	0.197297277
1112	0.1972776318
1113	0.1972393125
1114	0.197217628
1115	0.1971940897
1116	0.1971657114
1117	0.1971341921
1118	0.1971026197
1119	0.197075773
1120	0.197054664
1121	0.1970344604
1122	0.1970044042
1123	0.1969713414
1124	0.1969495996
1125	0.1969187374
1126	0.1968905574
1127	0.1968749488
1128	0.1968523201
1129	0.1968181609
1130	0.1967891775
1131	0.1967679303
1132	0.196738044
1133	0.1967182975
1134	0.1966903002
1135	0.1966734639
1136	0.1966571034
1137	0.1966301927
1138	0.1966034973
1139	0.1965780361
1140	0.1965551612
1141	0.196526595
1142	0.1964970622
1143	0.1964763909
1144	0.1964579461
1145	0.196437743
1146	0.1964151896
1147	0.1963946001
1148	0.1963654953
1149	0.196351851
1150	0.196327394
1151	0.1963030124
1152	0.1962706683
1153	0.1962472826
1154	0.1962311
1155	0.196206825
1156	0.1961780652
1157	0.1961490452
1158	0.1961230122
1159	0.1960969506
1160	0.196075524
1161	0.1960464866
1162	0.1960292562
1163	0.1959962697
1164	0.195975508
1165	0.1959471091
1166	0.1959235413
1167	0.1959103204
1168	0.1958852706
1169	0.1958700772
1170	0.195841942
1171	0.1958151568
1172	0.1957892977
1173	0.1957568679
1174	0.1957281461
1175	0.1957096602
1176	0.1956860628
1177	0.1956662419
1178	0.1956495771
1179	0.1956252386
1180	0.1956089339
1181	0.1955794025
1182	0.1955573089
1183	0.1955338958
1184	0.1955165986
1185	0.1954914692
1186	0.1954669574
1187	0.1954423907
1188	0.1954211456
1189	0.1953971779
1190	0.1953724979
1191	0.1953448358
1192	0.1953176701
1193	0.1952964461
1194	0.1952676696
1195	0.195245596
1196	0.1952145668
1197	0.1951893142
1198	0.1951718631
1199	0.1951448143
1200	0.1951237774
1201	0.1950993083
1202	0.1950780919
1203	0.1950538465
1204	0.1950282424
1205	0.1949992203
1206	0.1949836497
1207	0.1949633015
1208	0.194946917
1209	0.1949215498
1210	0.1948927425
1211	0.1948708155
1212	0.19485713
1213	0.1948365247
1214	0.1948137501
1215	0.1947857115
1216	0.1947651235
1217	0.1947430244
1218	0.1947155958
1219	0.1946778309
1220	0.1946519511
1221	0.19463142
1222	0.1946074222
1223	0.1945872591
1224	0.1945655948
1225	0.1945047966
1226	0.1944733872
1227	0.1944504833
1228	0.1944242292
1229	0.1943992355
1230	0.1943761464
1231	0.1943544198
1232	0.1943225602
1233	0.1943045747
1234	0.1942829445
1235	0.194202461
1236	0.194172559
1237	0.1941522757
1238	0.194128743
1239	0.1940653161
1240	0.1940382111
1241	0.1940216307
1242	0.1939949393
1243	0.1939669606
1244	0.1939439036
1245	0.1939222615
1246	0.1938973242
1247	0.1938730902
1248	0.1938500276
1249	0.1938172063
1250	0.1937965543
1251	0.1937730872
1252	0.1937409308
1253	0.1936859143
1254	0.1936602594
1255	0.1936412397
1256	0.1936267192
1257	0.1936026883
1258	0.1935753431
1259	0.1935455443
1260	0.1935218356
1261	0.1934945424
1262	0.1934769624
1263	0.19346335
1264	0.1934380666
1265	0.1934207528
1266	0.1934028464
1267	0.193376219
1268	0.1933548714
1269	0.1933309319
1270	0.1933039466
1271	0.1932762694
1272	0.1932494507
1273	0.1932342531
1274	0.1932047647
1275	0.1931828401
1276	0.193167093
1277	0.1931490261
1278	0.1931087866
1279	0.1930905103
1280	0.193064444
1281	0.1930307855
1282	0.1930033363
1283	0.1929835111
1284	0.1929541789
1285	0.1929375703
1286	0.1929072387
1287	0.1928674365
1288	0.1928353186
1289	0.1928115655
1290	0.1927866617
1291	0.1927729722
1292	0.1927513285
1293	0.1927228111
1294	0.1926983817
1295	0.1926807452
1296	0.1926595896
1297	0.1926416376
1298	0.1926184919
1299	0.1925931528
1300	0.1925674624
1301	0.1925485844
1302	0.1925325712
1303	0.1925157873
1304	0.1924966873
1305	0.1924671436
1306	0.192448105
1307	0.1924076343
1308	0.1923920109
1309	0.1923735017
1310	0.1923500489
1311	0.1923251692
1312	0.1923096333
1313	0.1922886002
1314	0.1922639176
1315	0.1922391954
1316	0.1922103733
1317	0.1921789326
1318	0.1921626361
1319	0.192141784
1320	0.1921184162
1321	0.1920984516
1322	0.1920714703
1323	0.1920459317
1324	0.1920246849
1325	0.1919886454
1326	0.1919659174
1327	0.1919235258
1328	0.1919039139
1329	0.1918835822
1330	0.191862185
1331	0.1918294777
1332	0.1918128939
1333	0.1917391427
1334	0.1917176284
1335	0.1916965302
1336	0.1916704721
1337	0.1916421563
1338	0.1916207816
1339	0.1916032437
1340	0.1915777124
1341	0.1915561337
1342	0.1915221713
1343	0.1914917812
1344	0.1914634925
1345	0.1914426934
1346	0.1914216937
1347	0.1914020996
1348	0.1913771514
1349	0.1913501912
1350	0.1913211247
1351	0.1913090271
1352	0.1912815649
1353	0.191260874
1354	0.1912468215
1355	0.1912266986
1356	0.1911907342
1357	0.1911656832
1358	0.1911454257
1359	0.1910547702
1360	0.1910295497
1361	0.1910067248
1362	0.1909777339
1363	0.1909404778
1364	0.190920222
1365	0.1909005052
1366	0.1908737418
1367	0.1908598012
1368	0.1908342542
1369	0.1908184946
1370	0.1908005182
1371	0.1907728359
1372	0.1907480152
1373	0.1907282641
1374	0.1907025421
1375	0.1906876666
1376	0.1906603291
1377	0.1906465931
1378	0.1906316454
1379	0.1906064148
1380	0.190586211
1381	0.1905566954
1382	0.1905380732
1383	0.1905193101
1384	0.1904912229
1385	0.1904704495
1386	0.1904462897
1387	0.1904241132
1388	0.1904014076
1389	0.1903844322
1390	0.1903664545
1391	0.1903432514
1392	0.1903156653
1393	0.1902936846
1394	0.1902668248
1395	0.190235838
1396	0.1902197084
1397	0.1901987709
1398	0.1901661881
1399	0.1901456798
1400	0.1901247863
1401	0.1901025054
1402	0.1900679927
1403	0.1900439205
1404	0.190019215
1405	0.189996958
1406	0.1899698075
1407	0.189942408
1408	0.189920482
1409	0.1898958247
1410	0.1898728279
1411	0.1898418219
1412	0.1898234079
1413	0.1898094069
1414	0.1897854407
1415	0.1897556108
1416	0.1897119069
1417	0.1896838409
1418	0.1896614446
1419	0.1896388968
1420	0.1896080518
1421	0.1895829051
1422	0.1895619945
1423	0.1895029314
1424	0.1894811132
1425	0.1894583909
1426	0.1894399876
1427	0.1894055154
1428	0.1893858649
1429	0.1893532691
1430	0.1893293749
1431	0.1893069036
1432	0.1892805253
1433	0.1892548672
1434	0.1891838245
1435	0.1891543667
1436	0.1891366393
1437	0.1891227152
1438	0.1891068441
1439	0.1890827589
1440	0.1890597689
1441	0.1890363967
1442	0.1890166822
1443	0.1889923315
1444	0.1889727291
1445	0.1889499891
1446	0.1889323947
1447	0.1889134863
1448	0.1888928208
1449	0.1888656156
1450	0.1888503697
1451	0.1888264974
1452	0.1888063244
1453	0.1887499053
1454	0.1887327131
1455	0.1887101041
1456	0.1886921771
1457	0.1886711055
1458	0.1886554076
1459	0.1886331273
1460	0.1886165935
1461	0.1885923277
1462	0.1885731222
1463	0.1885536705
1464	0.1885261908
1465	0.1885020189
1466	0.1884735499
1467	0.1884568758
1468	0.1884305294
1469	0.1884172947
1470	0.188399122
1471	0.1883812888
1472	0.1883591498
1473	0.1883350543
1474	0.1883211777
1475	0.1882994773
1476	0.1882796386
1477	0.188256579
1478	0.1882275621
1479	0.1882045034
1480	0.1881889033
1481	0.1881664156
1482	0.1881424652
1483	0.1881215831
1484	0.1880916398
1485	0.1880762951
1486	0.1880526208
1487	0.1880321001
1488	0.1880069345
1489	0.1879860614
1490	0.1879644472
1491	0.1879468907
1492	0.1879280041
1493	0.1879135879
1494	0.1878953495
1495	0.1878741607
1496	0.1878581597
1497	0.1878372483
1498	0.1878156265
1499	0.187796087
1500	0.187778224
1501	0.1877558104
1502	0.1877326881
1503	0.1876964746
1504	0.1876776798
1505	0.1876658892
1506	0.187650882
1507	0.1876276697
1508	0.187605975
1509	0.1875803864
1510	0.1875666816
1511	0.1875469591
1512	0.1875216263
1513	0.1875048226
